Species 1,Species 2,Dist
AB101291.1 T.alalunga,KM405517.1 T.atlanticus,"0,0843175970"
NC 005317.1 T.alalunga,KM405517.1 T.atlanticus,"0,0843175970"
GU256526.1 T.alalunga,KM405517.1 T.atlanticus,"0,0877305796"
JN086151.1 T.alalunga,KM405517.1 T.atlanticus,"0,0877305796"
KP259549.1 T.alalunga,KM405517.1 T.atlanticus,"0,0908993396"
JN086153.1 T.albacares,KM405517.1 T.atlanticus,"0,0146209248"
KM588080.1 T.albacares,KM405517.1 T.atlanticus,"0,0175971241"
KP259550.1 T.albacares,KM405517.1 T.atlanticus,"0,0175971241"
GU256528.1 T.albacares,KM405517.1 T.atlanticus,"0,0146209248"
NC 014061.1 T.albacares,KM405517.1 T.atlanticus,"0,0146209248"
KT724724.1 T.albacares,KM405517.1 T.atlanticus,"0,0146209248"
MW232425.1 A.rochei,NC 025519.1 T.atlanticus,"0,1810695435"
KM651784.1 A.rochei,NC 025519.1 T.atlanticus,"0,1810695435"
KP259548.1 A.rochei,NC 025519.1 T.atlanticus,"0,1810695435"
MK548578.1 A.rochei,NC 025519.1 T.atlanticus,"0,1810695435"
MW232421.1 A.rochei,NC 025519.1 T.atlanticus,"0,1810695435"
AB103468.1 A.rochei,NC 025519.1 T.atlanticus,"0,1810695435"
AB105165.1 A.rochei,NC 025519.1 T.atlanticus,"0,1849911322"
AB103467.1 A.rochei,NC 025519.1 T.atlanticus,"0,1849911322"
NC 005313.1 A.rochei,NC 025519.1 T.atlanticus,"0,1849911322"
KP259551.1 A.thazard,NC 025519.1 T.atlanticus,"0,1771784733"
AB105447.1 A.thazard,NC 025519.1 T.atlanticus,"0,1814135843"
NC 005318.1 A.thazard,NC 025519.1 T.atlanticus,"0,1814135843"
MK801690.1 A.thazard,NC 025519.1 T.atlanticus,"0,1733174502"
KM651783.1 E.affinis,NC 025519.1 T.atlanticus,"0,2270179699"
MW232422.1 E.affinis,NC 025519.1 T.atlanticus,"0,2270179699"
MW232423.1 E.affinis,NC 025519.1 T.atlanticus,"0,2270179699"
NC 025934.1 E.affinis,NC 025519.1 T.atlanticus,"0,2270179699"
AP012946.1 E.affinis,NC 025519.1 T.atlanticus,"0,2312196753"
AB099716.1 E.alletteratus,NC 025519.1 T.atlanticus,"0,2240806819"
NC 004530.1 E.alletteratus,NC 025519.1 T.atlanticus,"0,2240806819"
MW232424.1 E.alletteratus,NC 025519.1 T.atlanticus,"0,2240806819"
JN086155.1 K.pelamis,NC 025519.1 T.atlanticus,"0,1730214444"
AB101290.1 K.pelamis,NC 025519.1 T.atlanticus,"0,1692046320"
NC 005316.1 K.pelamis,NC 025519.1 T.atlanticus,"0,1692046320"
GU256527.1 K.pelamis,NC 025519.1 T.atlanticus,"0,1730214444"
KM605252.1 K.pelamis,NC 025519.1 T.atlanticus,"0,1692046320"
MW232426.1 K.pelamis,NC 025519.1 T.atlanticus,"0,1692046320"
MW232429.1 K.pelamis,NC 025519.1 T.atlanticus,"0,1692046320"
AB101291.1 T.alalunga,NC 025519.1 T.atlanticus,"0,0843175970"
NC 005317.1 T.alalunga,NC 025519.1 T.atlanticus,"0,0843175970"
GU256526.1 T.alalunga,NC 025519.1 T.atlanticus,"0,0877305796"
JN086151.1 T.alalunga,NC 025519.1 T.atlanticus,"0,0877305796"
KP259549.1 T.alalunga,NC 025519.1 T.atlanticus,"0,0908993396"
JN086153.1 T.albacares,NC 025519.1 T.atlanticus,"0,0146209248"
KM588080.1 T.albacares,NC 025519.1 T.atlanticus,"0,0175971241"
KP259550.1 T.albacares,NC 025519.1 T.atlanticus,"0,0175971241"
GU256528.1 T.albacares,NC 025519.1 T.atlanticus,"0,0146209248"
NC 014061.1 T.albacares,NC 025519.1 T.atlanticus,"0,0146209248"
KT724724.1 T.albacares,NC 025519.1 T.atlanticus,"0,0146209248"
KM405517.1 T.atlanticus,NC 025519.1 T.atlanticus,"0,0000000000"
MW232425.1 A.rochei,KU955343.1 T.atlanticus,"0,1810695435"
KM651784.1 A.rochei,KU955343.1 T.atlanticus,"0,1810695435"
KP259548.1 A.rochei,KU955343.1 T.atlanticus,"0,1810695435"
MK548578.1 A.rochei,KU955343.1 T.atlanticus,"0,1810695435"
MW232421.1 A.rochei,KU955343.1 T.atlanticus,"0,1810695435"
AB103468.1 A.rochei,KU955343.1 T.atlanticus,"0,1810695435"
AB105165.1 A.rochei,KU955343.1 T.atlanticus,"0,1849911322"
AB103467.1 A.rochei,KU955343.1 T.atlanticus,"0,1849911322"
NC 005313.1 A.rochei,KU955343.1 T.atlanticus,"0,1849911322"
KP259551.1 A.thazard,KU955343.1 T.atlanticus,"0,1771784733"
AB105447.1 A.thazard,KU955343.1 T.atlanticus,"0,1814135843"
NC 005318.1 A.thazard,KU955343.1 T.atlanticus,"0,1814135843"
MK801690.1 A.thazard,KU955343.1 T.atlanticus,"0,1733174502"
KM651783.1 E.affinis,KU955343.1 T.atlanticus,"0,2270179699"
MW232422.1 E.affinis,KU955343.1 T.atlanticus,"0,2270179699"
MW232423.1 E.affinis,KU955343.1 T.atlanticus,"0,2270179699"
NC 025934.1 E.affinis,KU955343.1 T.atlanticus,"0,2270179699"
AP012946.1 E.affinis,KU955343.1 T.atlanticus,"0,2312196753"
AB099716.1 E.alletteratus,KU955343.1 T.atlanticus,"0,2240806819"
NC 004530.1 E.alletteratus,KU955343.1 T.atlanticus,"0,2240806819"
MW232424.1 E.alletteratus,KU955343.1 T.atlanticus,"0,2240806819"
JN086155.1 K.pelamis,KU955343.1 T.atlanticus,"0,1730214444"
AB101290.1 K.pelamis,KU955343.1 T.atlanticus,"0,1692046320"
NC 005316.1 K.pelamis,KU955343.1 T.atlanticus,"0,1692046320"
GU256527.1 K.pelamis,KU955343.1 T.atlanticus,"0,1730214444"
KM605252.1 K.pelamis,KU955343.1 T.atlanticus,"0,1692046320"
MW232426.1 K.pelamis,KU955343.1 T.atlanticus,"0,1692046320"
MW232429.1 K.pelamis,KU955343.1 T.atlanticus,"0,1692046320"
AB101291.1 T.alalunga,KU955343.1 T.atlanticus,"0,0843175970"
NC 005317.1 T.alalunga,KU955343.1 T.atlanticus,"0,0843175970"
GU256526.1 T.alalunga,KU955343.1 T.atlanticus,"0,0877305796"
JN086151.1 T.alalunga,KU955343.1 T.atlanticus,"0,0877305796"
KP259549.1 T.alalunga,KU955343.1 T.atlanticus,"0,0908993396"
JN086153.1 T.albacares,KU955343.1 T.atlanticus,"0,0146209248"
KM588080.1 T.albacares,KU955343.1 T.atlanticus,"0,0175971241"
KP259550.1 T.albacares,KU955343.1 T.atlanticus,"0,0175971241"
GU256528.1 T.albacares,KU955343.1 T.atlanticus,"0,0146209248"
NC 014061.1 T.albacares,KU955343.1 T.atlanticus,"0,0146209248"
KT724724.1 T.albacares,KU955343.1 T.atlanticus,"0,0146209248"
KM405517.1 T.atlanticus,KU955343.1 T.atlanticus,"0,0000000000"
NC 025519.1 T.atlanticus,KU955343.1 T.atlanticus,"0,0000000000"
MW232425.1 A.rochei,KU955344.1 T.atlanticus,"0,1771784733"
KM651784.1 A.rochei,KU955344.1 T.atlanticus,"0,1771784733"
KP259548.1 A.rochei,KU955344.1 T.atlanticus,"0,1771784733"
MK548578.1 A.rochei,KU955344.1 T.atlanticus,"0,1771784733"
MW232421.1 A.rochei,KU955344.1 T.atlanticus,"0,1771784733"
AB103468.1 A.rochei,KU955344.1 T.atlanticus,"0,1771784733"
AB105165.1 A.rochei,KU955344.1 T.atlanticus,"0,1810695435"
AB103467.1 A.rochei,KU955344.1 T.atlanticus,"0,1810695435"
NC 005313.1 A.rochei,KU955344.1 T.atlanticus,"0,1810695435"
KP259551.1 A.thazard,KU955344.1 T.atlanticus,"0,1733174502"
AB105447.1 A.thazard,KU955344.1 T.atlanticus,"0,1775073145"
NC 005318.1 A.thazard,KU955344.1 T.atlanticus,"0,1775073145"
MK801690.1 A.thazard,KU955344.1 T.atlanticus,"0,1694860139"
KM651783.1 E.affinis,KU955344.1 T.atlanticus,"0,2228512791"
MW232422.1 E.affinis,KU955344.1 T.atlanticus,"0,2228512791"
MW232423.1 E.affinis,KU955344.1 T.atlanticus,"0,2228512791"
NC 025934.1 E.affinis,KU955344.1 T.atlanticus,"0,2228512791"
AP012946.1 E.affinis,KU955344.1 T.atlanticus,"0,2270179699"
AB099716.1 E.alletteratus,KU955344.1 T.atlanticus,"0,2198965571"
NC 004530.1 E.alletteratus,KU955344.1 T.atlanticus,"0,2198965571"
MW232424.1 E.alletteratus,KU955344.1 T.atlanticus,"0,2198965571"
JN086155.1 K.pelamis,KU955344.1 T.atlanticus,"0,1692046320"
AB101290.1 K.pelamis,KU955344.1 T.atlanticus,"0,1654167351"
NC 005316.1 K.pelamis,KU955344.1 T.atlanticus,"0,1654167351"
GU256527.1 K.pelamis,KU955344.1 T.atlanticus,"0,1692046320"
KM605252.1 K.pelamis,KU955344.1 T.atlanticus,"0,1654167351"
MW232426.1 K.pelamis,KU955344.1 T.atlanticus,"0,1654167351"
MW232429.1 K.pelamis,KU955344.1 T.atlanticus,"0,1654167351"
AB101291.1 T.alalunga,KU955344.1 T.atlanticus,"0,0877305796"
NC 005317.1 T.alalunga,KU955344.1 T.atlanticus,"0,0877305796"
GU256526.1 T.alalunga,KU955344.1 T.atlanticus,"0,0911670192"
JN086151.1 T.alalunga,KU955344.1 T.atlanticus,"0,0911670192"
KP259549.1 T.alalunga,KU955344.1 T.atlanticus,"0,0943476291"
JN086153.1 T.albacares,KU955344.1 T.atlanticus,"0,0175971241"
KM588080.1 T.albacares,KU955344.1 T.atlanticus,"0,0205911450"
KP259550.1 T.albacares,KU955344.1 T.atlanticus,"0,0205911450"
GU256528.1 T.albacares,KU955344.1 T.atlanticus,"0,0175971241"
NC 014061.1 T.albacares,KU955344.1 T.atlanticus,"0,0175971241"
KT724724.1 T.albacares,KU955344.1 T.atlanticus,"0,0175971241"
KM405517.1 T.atlanticus,KU955344.1 T.atlanticus,"0,0028901815"
NC 025519.1 T.atlanticus,KU955344.1 T.atlanticus,"0,0028901815"
KU955343.1 T.atlanticus,KU955344.1 T.atlanticus,"0,0028901815"
MW232425.1 A.rochei,KF925362.1 T.maccoyii,"0,1771784733"
KM651784.1 A.rochei,KF925362.1 T.maccoyii,"0,1771784733"
KP259548.1 A.rochei,KF925362.1 T.maccoyii,"0,1771784733"
MK548578.1 A.rochei,KF925362.1 T.maccoyii,"0,1771784733"
MW232421.1 A.rochei,KF925362.1 T.maccoyii,"0,1771784733"
AB103468.1 A.rochei,KF925362.1 T.maccoyii,"0,1771784733"
AB105165.1 A.rochei,KF925362.1 T.maccoyii,"0,1810695435"
AB103467.1 A.rochei,KF925362.1 T.maccoyii,"0,1889437220"
NC 005313.1 A.rochei,KF925362.1 T.maccoyii,"0,1889437220"
KP259551.1 A.thazard,KF925362.1 T.maccoyii,"0,1929278068"
AB105447.1 A.thazard,KF925362.1 T.maccoyii,"0,1973511886"
NC 005318.1 A.thazard,KF925362.1 T.maccoyii,"0,1973511886"
MK801690.1 A.thazard,KF925362.1 T.maccoyii,"0,1889437220"
KM651783.1 E.affinis,KF925362.1 T.maccoyii,"0,1946179733"
MW232422.1 E.affinis,KF925362.1 T.maccoyii,"0,1946179733"
MW232423.1 E.affinis,KF925362.1 T.maccoyii,"0,1946179733"
NC 025934.1 E.affinis,KF925362.1 T.maccoyii,"0,1946179733"
AP012946.1 E.affinis,KF925362.1 T.maccoyii,"0,1985550015"
AB099716.1 E.alletteratus,KF925362.1 T.maccoyii,"0,2240806819"
NC 004530.1 E.alletteratus,KF925362.1 T.maccoyii,"0,2240806819"
MW232424.1 E.alletteratus,KF925362.1 T.maccoyii,"0,2240806819"
JN086155.1 K.pelamis,KF925362.1 T.maccoyii,"0,1654167351"
AB101290.1 K.pelamis,KF925362.1 T.maccoyii,"0,1616573189"
NC 005316.1 K.pelamis,KF925362.1 T.maccoyii,"0,1616573189"
GU256527.1 K.pelamis,KF925362.1 T.maccoyii,"0,1654167351"
KM605252.1 K.pelamis,KF925362.1 T.maccoyii,"0,1616573189"
MW232426.1 K.pelamis,KF925362.1 T.maccoyii,"0,1616573189"
MW232429.1 K.pelamis,KF925362.1 T.maccoyii,"0,1616573189"
AB101291.1 T.alalunga,KF925362.1 T.maccoyii,"0,0546058868"
NC 005317.1 T.alalunga,KF925362.1 T.maccoyii,"0,0546058868"
GU256526.1 T.alalunga,KF925362.1 T.maccoyii,"0,0578213320"
JN086151.1 T.alalunga,KF925362.1 T.maccoyii,"0,0578213320"
KP259549.1 T.alalunga,KF925362.1 T.maccoyii,"0,0608903347"
JN086153.1 T.albacares,KF925362.1 T.maccoyii,"0,0420668386"
KM588080.1 T.albacares,KF925362.1 T.maccoyii,"0,0452115030"
KP259550.1 T.albacares,KF925362.1 T.maccoyii,"0,0452115030"
GU256528.1 T.albacares,KF925362.1 T.maccoyii,"0,0420668386"
NC 014061.1 T.albacares,KF925362.1 T.maccoyii,"0,0420668386"
KT724724.1 T.albacares,KF925362.1 T.maccoyii,"0,0420668386"
KM405517.1 T.atlanticus,KF925362.1 T.maccoyii,"0,0515607947"
NC 025519.1 T.atlanticus,KF925362.1 T.maccoyii,"0,0515607947"
KU955343.1 T.atlanticus,KF925362.1 T.maccoyii,"0,0515607947"
KU955344.1 T.atlanticus,KF925362.1 T.maccoyii,"0,0547659339"
MW232425.1 A.rochei,GU256523.1 T.maccoyii,"0,1771784733"
KM651784.1 A.rochei,GU256523.1 T.maccoyii,"0,1771784733"
KP259548.1 A.rochei,GU256523.1 T.maccoyii,"0,1771784733"
MK548578.1 A.rochei,GU256523.1 T.maccoyii,"0,1771784733"
MW232421.1 A.rochei,GU256523.1 T.maccoyii,"0,1771784733"
AB103468.1 A.rochei,GU256523.1 T.maccoyii,"0,1771784733"
AB105165.1 A.rochei,GU256523.1 T.maccoyii,"0,1810695435"
AB103467.1 A.rochei,GU256523.1 T.maccoyii,"0,1889437220"
NC 005313.1 A.rochei,GU256523.1 T.maccoyii,"0,1889437220"
KP259551.1 A.thazard,GU256523.1 T.maccoyii,"0,1929278068"
AB105447.1 A.thazard,GU256523.1 T.maccoyii,"0,1973511886"
NC 005318.1 A.thazard,GU256523.1 T.maccoyii,"0,1973511886"
MK801690.1 A.thazard,GU256523.1 T.maccoyii,"0,1889437220"
KM651783.1 E.affinis,GU256523.1 T.maccoyii,"0,1946179733"
MW232422.1 E.affinis,GU256523.1 T.maccoyii,"0,1946179733"
MW232423.1 E.affinis,GU256523.1 T.maccoyii,"0,1946179733"
NC 025934.1 E.affinis,GU256523.1 T.maccoyii,"0,1946179733"
AP012946.1 E.affinis,GU256523.1 T.maccoyii,"0,1985550015"
AB099716.1 E.alletteratus,GU256523.1 T.maccoyii,"0,2240806819"
NC 004530.1 E.alletteratus,GU256523.1 T.maccoyii,"0,2240806819"
MW232424.1 E.alletteratus,GU256523.1 T.maccoyii,"0,2240806819"
JN086155.1 K.pelamis,GU256523.1 T.maccoyii,"0,1654167351"
AB101290.1 K.pelamis,GU256523.1 T.maccoyii,"0,1616573189"
NC 005316.1 K.pelamis,GU256523.1 T.maccoyii,"0,1616573189"
GU256527.1 K.pelamis,GU256523.1 T.maccoyii,"0,1654167351"
KM605252.1 K.pelamis,GU256523.1 T.maccoyii,"0,1616573189"
MW232426.1 K.pelamis,GU256523.1 T.maccoyii,"0,1616573189"
MW232429.1 K.pelamis,GU256523.1 T.maccoyii,"0,1616573189"
AB101291.1 T.alalunga,GU256523.1 T.maccoyii,"0,0546058868"
NC 005317.1 T.alalunga,GU256523.1 T.maccoyii,"0,0546058868"
GU256526.1 T.alalunga,GU256523.1 T.maccoyii,"0,0578213320"
JN086151.1 T.alalunga,GU256523.1 T.maccoyii,"0,0578213320"
KP259549.1 T.alalunga,GU256523.1 T.maccoyii,"0,0608903347"
JN086153.1 T.albacares,GU256523.1 T.maccoyii,"0,0420668386"
KM588080.1 T.albacares,GU256523.1 T.maccoyii,"0,0452115030"
KP259550.1 T.albacares,GU256523.1 T.maccoyii,"0,0452115030"
GU256528.1 T.albacares,GU256523.1 T.maccoyii,"0,0420668386"
NC 014061.1 T.albacares,GU256523.1 T.maccoyii,"0,0420668386"
KT724724.1 T.albacares,GU256523.1 T.maccoyii,"0,0420668386"
KM405517.1 T.atlanticus,GU256523.1 T.maccoyii,"0,0515607947"
NC 025519.1 T.atlanticus,GU256523.1 T.maccoyii,"0,0515607947"
KU955343.1 T.atlanticus,GU256523.1 T.maccoyii,"0,0515607947"
KU955344.1 T.atlanticus,GU256523.1 T.maccoyii,"0,0547659339"
KF925362.1 T.maccoyii,GU256523.1 T.maccoyii,"0,0000000000"
MW232425.1 A.rochei,NC 014101.1 T.maccoyii,"0,1771784733"
KM651784.1 A.rochei,NC 014101.1 T.maccoyii,"0,1771784733"
KP259548.1 A.rochei,NC 014101.1 T.maccoyii,"0,1771784733"
MK548578.1 A.rochei,NC 014101.1 T.maccoyii,"0,1771784733"
MW232421.1 A.rochei,NC 014101.1 T.maccoyii,"0,1771784733"
AB103468.1 A.rochei,NC 014101.1 T.maccoyii,"0,1771784733"
AB105165.1 A.rochei,NC 014101.1 T.maccoyii,"0,1810695435"
AB103467.1 A.rochei,NC 014101.1 T.maccoyii,"0,1889437220"
NC 005313.1 A.rochei,NC 014101.1 T.maccoyii,"0,1889437220"
KP259551.1 A.thazard,NC 014101.1 T.maccoyii,"0,1929278068"
AB105447.1 A.thazard,NC 014101.1 T.maccoyii,"0,1973511886"
NC 005318.1 A.thazard,NC 014101.1 T.maccoyii,"0,1973511886"
MK801690.1 A.thazard,NC 014101.1 T.maccoyii,"0,1889437220"
KM651783.1 E.affinis,NC 014101.1 T.maccoyii,"0,1946179733"
MW232422.1 E.affinis,NC 014101.1 T.maccoyii,"0,1946179733"
MW232423.1 E.affinis,NC 014101.1 T.maccoyii,"0,1946179733"
NC 025934.1 E.affinis,NC 014101.1 T.maccoyii,"0,1946179733"
AP012946.1 E.affinis,NC 014101.1 T.maccoyii,"0,1985550015"
AB099716.1 E.alletteratus,NC 014101.1 T.maccoyii,"0,2240806819"
NC 004530.1 E.alletteratus,NC 014101.1 T.maccoyii,"0,2240806819"
MW232424.1 E.alletteratus,NC 014101.1 T.maccoyii,"0,2240806819"
JN086155.1 K.pelamis,NC 014101.1 T.maccoyii,"0,1654167351"
AB101290.1 K.pelamis,NC 014101.1 T.maccoyii,"0,1616573189"
NC 005316.1 K.pelamis,NC 014101.1 T.maccoyii,"0,1616573189"
GU256527.1 K.pelamis,NC 014101.1 T.maccoyii,"0,1654167351"
KM605252.1 K.pelamis,NC 014101.1 T.maccoyii,"0,1616573189"
MW232426.1 K.pelamis,NC 014101.1 T.maccoyii,"0,1616573189"
MW232429.1 K.pelamis,NC 014101.1 T.maccoyii,"0,1616573189"
AB101291.1 T.alalunga,NC 014101.1 T.maccoyii,"0,0546058868"
NC 005317.1 T.alalunga,NC 014101.1 T.maccoyii,"0,0546058868"
GU256526.1 T.alalunga,NC 014101.1 T.maccoyii,"0,0578213320"
JN086151.1 T.alalunga,NC 014101.1 T.maccoyii,"0,0578213320"
KP259549.1 T.alalunga,NC 014101.1 T.maccoyii,"0,0608903347"
JN086153.1 T.albacares,NC 014101.1 T.maccoyii,"0,0420668386"
KM588080.1 T.albacares,NC 014101.1 T.maccoyii,"0,0452115030"
KP259550.1 T.albacares,NC 014101.1 T.maccoyii,"0,0452115030"
GU256528.1 T.albacares,NC 014101.1 T.maccoyii,"0,0420668386"
NC 014061.1 T.albacares,NC 014101.1 T.maccoyii,"0,0420668386"
KT724724.1 T.albacares,NC 014101.1 T.maccoyii,"0,0420668386"
KM405517.1 T.atlanticus,NC 014101.1 T.maccoyii,"0,0515607947"
NC 025519.1 T.atlanticus,NC 014101.1 T.maccoyii,"0,0515607947"
KU955343.1 T.atlanticus,NC 014101.1 T.maccoyii,"0,0515607947"
KU955344.1 T.atlanticus,NC 014101.1 T.maccoyii,"0,0547659339"
KF925362.1 T.maccoyii,NC 014101.1 T.maccoyii,"0,0000000000"
GU256523.1 T.maccoyii,NC 014101.1 T.maccoyii,"0,0000000000"
MW232425.1 A.rochei,JN086150.1 T.maccoyii,"0,1771784733"
KM651784.1 A.rochei,JN086150.1 T.maccoyii,"0,1771784733"
KP259548.1 A.rochei,JN086150.1 T.maccoyii,"0,1771784733"
MK548578.1 A.rochei,JN086150.1 T.maccoyii,"0,1771784733"
MW232421.1 A.rochei,JN086150.1 T.maccoyii,"0,1771784733"
AB103468.1 A.rochei,JN086150.1 T.maccoyii,"0,1771784733"
AB105165.1 A.rochei,JN086150.1 T.maccoyii,"0,1810695435"
AB103467.1 A.rochei,JN086150.1 T.maccoyii,"0,1889437220"
NC 005313.1 A.rochei,JN086150.1 T.maccoyii,"0,1889437220"
KP259551.1 A.thazard,JN086150.1 T.maccoyii,"0,1929278068"
AB105447.1 A.thazard,JN086150.1 T.maccoyii,"0,1973511886"
NC 005318.1 A.thazard,JN086150.1 T.maccoyii,"0,1973511886"
MK801690.1 A.thazard,JN086150.1 T.maccoyii,"0,1889437220"
KM651783.1 E.affinis,JN086150.1 T.maccoyii,"0,1946179733"
MW232422.1 E.affinis,JN086150.1 T.maccoyii,"0,1946179733"
MW232423.1 E.affinis,JN086150.1 T.maccoyii,"0,1946179733"
NC 025934.1 E.affinis,JN086150.1 T.maccoyii,"0,1946179733"
AP012946.1 E.affinis,JN086150.1 T.maccoyii,"0,1985550015"
AB099716.1 E.alletteratus,JN086150.1 T.maccoyii,"0,2240806819"
NC 004530.1 E.alletteratus,JN086150.1 T.maccoyii,"0,2240806819"
MW232424.1 E.alletteratus,JN086150.1 T.maccoyii,"0,2240806819"
JN086155.1 K.pelamis,JN086150.1 T.maccoyii,"0,1654167351"
AB101290.1 K.pelamis,JN086150.1 T.maccoyii,"0,1616573189"
NC 005316.1 K.pelamis,JN086150.1 T.maccoyii,"0,1616573189"
GU256527.1 K.pelamis,JN086150.1 T.maccoyii,"0,1654167351"
KM605252.1 K.pelamis,JN086150.1 T.maccoyii,"0,1616573189"
MW232426.1 K.pelamis,JN086150.1 T.maccoyii,"0,1616573189"
MW232429.1 K.pelamis,JN086150.1 T.maccoyii,"0,1616573189"
AB101291.1 T.alalunga,JN086150.1 T.maccoyii,"0,0546058868"
NC 005317.1 T.alalunga,JN086150.1 T.maccoyii,"0,0546058868"
GU256526.1 T.alalunga,JN086150.1 T.maccoyii,"0,0578213320"
JN086151.1 T.alalunga,JN086150.1 T.maccoyii,"0,0578213320"
KP259549.1 T.alalunga,JN086150.1 T.maccoyii,"0,0608903347"
JN086153.1 T.albacares,JN086150.1 T.maccoyii,"0,0420668386"
KM588080.1 T.albacares,JN086150.1 T.maccoyii,"0,0452115030"
KP259550.1 T.albacares,JN086150.1 T.maccoyii,"0,0452115030"
GU256528.1 T.albacares,JN086150.1 T.maccoyii,"0,0420668386"
NC 014061.1 T.albacares,JN086150.1 T.maccoyii,"0,0420668386"
KT724724.1 T.albacares,JN086150.1 T.maccoyii,"0,0420668386"
KM405517.1 T.atlanticus,JN086150.1 T.maccoyii,"0,0515607947"
NC 025519.1 T.atlanticus,JN086150.1 T.maccoyii,"0,0515607947"
KU955343.1 T.atlanticus,JN086150.1 T.maccoyii,"0,0515607947"
KU955344.1 T.atlanticus,JN086150.1 T.maccoyii,"0,0547659339"
KF925362.1 T.maccoyii,JN086150.1 T.maccoyii,"0,0000000000"
GU256523.1 T.maccoyii,JN086150.1 T.maccoyii,"0,0000000000"
NC 014101.1 T.maccoyii,JN086150.1 T.maccoyii,"0,0000000000"
MW232425.1 A.rochei,GU256525.1 T.obesus,"0,1656837142"
KM651784.1 A.rochei,GU256525.1 T.obesus,"0,1656837142"
KP259548.1 A.rochei,GU256525.1 T.obesus,"0,1656837142"
MK548578.1 A.rochei,GU256525.1 T.obesus,"0,1656837142"
MW232421.1 A.rochei,GU256525.1 T.obesus,"0,1656837142"
AB103468.1 A.rochei,GU256525.1 T.obesus,"0,1656837142"
AB105165.1 A.rochei,GU256525.1 T.obesus,"0,1694860139"
AB103467.1 A.rochei,GU256525.1 T.obesus,"0,1849911322"
NC 005313.1 A.rochei,GU256525.1 T.obesus,"0,1849911322"
KP259551.1 A.thazard,GU256525.1 T.obesus,"0,1889437220"
AB105447.1 A.thazard,GU256525.1 T.obesus,"0,1933189087"
NC 005318.1 A.thazard,GU256525.1 T.obesus,"0,1933189087"
MK801690.1 A.thazard,GU256525.1 T.obesus,"0,1771784733"
KM651783.1 E.affinis,GU256525.1 T.obesus,"0,1985550015"
MW232422.1 E.affinis,GU256525.1 T.obesus,"0,1985550015"
MW232423.1 E.affinis,GU256525.1 T.obesus,"0,1985550015"
NC 025934.1 E.affinis,GU256525.1 T.obesus,"0,1985550015"
AP012946.1 E.affinis,GU256525.1 T.obesus,"0,2025232763"
AB099716.1 E.alletteratus,GU256525.1 T.obesus,"0,2116319061"
NC 004530.1 E.alletteratus,GU256525.1 T.obesus,"0,2116319061"
MW232424.1 E.alletteratus,GU256525.1 T.obesus,"0,2116319061"
JN086155.1 K.pelamis,GU256525.1 T.obesus,"0,1846498755"
AB101290.1 K.pelamis,GU256525.1 T.obesus,"0,1807436056"
NC 005316.1 K.pelamis,GU256525.1 T.obesus,"0,1807436056"
GU256527.1 K.pelamis,GU256525.1 T.obesus,"0,1846498755"
KM605252.1 K.pelamis,GU256525.1 T.obesus,"0,1807436056"
MW232426.1 K.pelamis,GU256525.1 T.obesus,"0,1807436056"
MW232429.1 K.pelamis,GU256525.1 T.obesus,"0,1807436056"
AB101291.1 T.alalunga,GU256525.1 T.obesus,"0,0775607374"
NC 005317.1 T.alalunga,GU256525.1 T.obesus,"0,0775607374"
GU256526.1 T.alalunga,GU256525.1 T.obesus,"0,0809277535"
JN086151.1 T.alalunga,GU256525.1 T.obesus,"0,0809277535"
KP259549.1 T.alalunga,GU256525.1 T.obesus,"0,0840732950"
JN086153.1 T.albacares,GU256525.1 T.obesus,"0,0389418284"
KM588080.1 T.albacares,GU256525.1 T.obesus,"0,0420668386"
KP259550.1 T.albacares,GU256525.1 T.obesus,"0,0420668386"
GU256528.1 T.albacares,GU256525.1 T.obesus,"0,0389418284"
NC 014061.1 T.albacares,GU256525.1 T.obesus,"0,0389418284"
KT724724.1 T.albacares,GU256525.1 T.obesus,"0,0389418284"
KM405517.1 T.atlanticus,GU256525.1 T.obesus,"0,0483760706"
NC 025519.1 T.atlanticus,GU256525.1 T.obesus,"0,0483760706"
KU955343.1 T.atlanticus,GU256525.1 T.obesus,"0,0483760706"
KU955344.1 T.atlanticus,GU256525.1 T.obesus,"0,0452115030"
KF925362.1 T.maccoyii,GU256525.1 T.obesus,"0,0389418284"
GU256523.1 T.maccoyii,GU256525.1 T.obesus,"0,0389418284"
NC 014101.1 T.maccoyii,GU256525.1 T.obesus,"0,0389418284"
JN086150.1 T.maccoyii,GU256525.1 T.obesus,"0,0389418284"
MW232425.1 A.rochei,NC 014059.1 T.obesus,"0,1656837142"
KM651784.1 A.rochei,NC 014059.1 T.obesus,"0,1656837142"
KP259548.1 A.rochei,NC 014059.1 T.obesus,"0,1656837142"
MK548578.1 A.rochei,NC 014059.1 T.obesus,"0,1656837142"
MW232421.1 A.rochei,NC 014059.1 T.obesus,"0,1656837142"
AB103468.1 A.rochei,NC 014059.1 T.obesus,"0,1656837142"
AB105165.1 A.rochei,NC 014059.1 T.obesus,"0,1694860139"
AB103467.1 A.rochei,NC 014059.1 T.obesus,"0,1849911322"
NC 005313.1 A.rochei,NC 014059.1 T.obesus,"0,1849911322"
KP259551.1 A.thazard,NC 014059.1 T.obesus,"0,1889437220"
AB105447.1 A.thazard,NC 014059.1 T.obesus,"0,1933189087"
